Navn;Stasjon;Tid(norsk normaltid);Snødybde;Nedbør (døgn);Middeltemperatur (døgn);Gjennomsnittlig skydekke (døgn);Høyeste middelvind (døgn)
Venabu;SN13420;28.05.1992;0;1,8;14,6;3,7;6,7
Venabu;SN13420;29.05.1992;0;0;16;2;3,1
Venabu;SN13420;30.05.1992;0;0;15,5;2;6,2
Venabu;SN13420;31.05.1992;0;1;16;2,3;4,1
Venabu;SN13420;01.06.1992;0;0;16,9;4,7;6,2
Venabu;SN13420;02.06.1992;0;0;15,1;5,7;7,2
Venabu;SN13420;03.06.1992;0;0,8;14,3;3,3;6,2
Venabu;SN13420;04.06.1992;0;0;13,8;5;4,6
Venabu;SN13420;05.06.1992;0;0;15,5;6,3;4,1
Venabu;SN13420;06.06.1992;0;0;17;2,3;5,1
Venabu;SN13420;07.06.1992;0;0;16,4;3,7;4,1
Venabu;SN13420;08.06.1992;0;0,2;16,8;4;4,6
Venabu;SN13420;09.06.1992;0;0;14,5;0,3;3,1
Venabu;SN13420;10.06.1992;0;0;14,6;0,3;5,7
Venabu;SN13420;11.06.1992;0;0;17,5;1,3;6,2
Venabu;SN13420;12.06.1992;0;0;10,9;4,7;6,2
Venabu;SN13420;13.06.1992;0;0,1;11,5;4,3;5,1
Venabu;SN13420;14.06.1992;0;0;11,7;5,7;5,1
Venabu;SN13420;15.06.1992;0;0;11,6;4;9,8
Venabu;SN13420;16.06.1992;0;0;5,7;2,7;9,8
Venabu;SN13420;17.06.1992;0;0;5,1;7,3;9,3
Venabu;SN13420;18.06.1992;0;0,9;6,6;3,7;8,2
Venabu;SN13420;19.06.1992;0;0,3;10,7;2;8,7
Venabu;SN13420;20.06.1992;0;0;8,9;7,7;6,2
Venabu;SN13420;21.06.1992;0;0,2;3,9;3;10,8
Venabu;SN13420;22.06.1992;0;0;4,1;4,3;7,7
Venabu;SN13420;23.06.1992;0;0;7,4;4,7;8,2
Venabu;SN13420;24.06.1992;0;0;12,4;2,7;4,1
Venabu;SN13420;25.06.1992;0;0;13,9;6;4,6
Venabu;SN13420;26.06.1992;0;0;14,9;3,3;4,6
Venabu;SN13420;27.06.1992;0;0;12,1;5,7;7,2
Venabu;SN13420;28.06.1992;0;0;8,6;2,7;6,7
Venabu;SN13420;29.06.1992;0;0;9,3;2;6,2
Venabu;SN13420;30.06.1992;0;0;8,7;3,7;4,6
Venabu;SN13420;01.07.1992;0;0;7;6,7;8,2
Venabu;SN13420;02.07.1992;0;1,8;5,9;3;7,7
Venabu;SN13420;03.07.1992;0;1,3;5,4;2,3;6,2
Venabu;SN13420;04.07.1992;0;0;6,8;2,3;9,3
Venabu;SN13420;05.07.1992;0;0;10,9;3,7;8,7
Venabu;SN13420;06.07.1992;0;0;12;5;5,7
Venabu;SN13420;07.07.1992;0;0;13,3;1;6,2
Venabu;SN13420;08.07.1992;0;0;12,1;4,7;7,2
Venabu;SN13420;09.07.1992;0;0;11;5,3;7,2
Venabu;SN13420;10.07.1992;0;0,8;8,1;6,7;5,1
Venabu;SN13420;11.07.1992;0;1,1;10,5;3,7;4,1
Venabu;SN13420;12.07.1992;0;0;10,8;4;6,7
Venabu;SN13420;13.07.1992;0;11,2;10,9;6,3;7,2
Venabu;SN13420;14.07.1992;0;6,4;7,3;8;9,3
Venabu;SN13420;15.07.1992;0;4,6;8,1;4;11,3
Venabu;SN13420;16.07.1992;0;0;9;1;7,2
Venabu;SN13420;17.07.1992;0;0;10,5;3;4,6
Venabu;SN13420;18.07.1992;0;3,8;11,1;8;5,1
Venabu;SN13420;19.07.1992;0;11;11,8;7,3;5,1
Venabu;SN13420;20.07.1992;0;2,9;12,2;5;5,1
Venabu;SN13420;21.07.1992;0;0;10,3;7,3;5,1
Venabu;SN13420;22.07.1992;0;13,3;12,6;6,3;8,2
Venabu;SN13420;23.07.1992;0;5,3;10,4;1,7;5,1
Venabu;SN13420;24.07.1992;0;0;8,8;7,3;6,2
Venabu;SN13420;25.07.1992;0;1,5;11,2;7,7;5,7
Venabu;SN13420;26.07.1992;0;4;11,2;7,3;6,2
Venabu;SN13420;27.07.1992;0;4,9;8,3;7;5,1
Venabu;SN13420;28.07.1992;0;2,9;8,8;3,7;8,7
Venabu;SN13420;29.07.1992;0;0;8,9;6;6,7
Venabu;SN13420;30.07.1992;0;4,3;8,4;6;6,2
Venabu;SN13420;31.07.1992;0;0,4;7,2;2,7;5,1
Venabu;SN13420;01.08.1992;0;0,1;8,8;5;6,2
Venabu;SN13420;02.08.1992;0;0,2;7,8;8;4,6
Venabu;SN13420;03.08.1992;0;7,2;9,3;7,7;6,2
Venabu;SN13420;04.08.1992;0;11,8;9;5,7;6,2
Venabu;SN13420;05.08.1992;0;0,4;7;6,3;6,2
Venabu;SN13420;06.08.1992;0;0,7;8,1;6,7;6,2
Venabu;SN13420;07.08.1992;0;4,2;8;3;8,7
Venabu;SN13420;08.08.1992;0;0;8,5;1,3;5,7
Venabu;SN13420;09.08.1992;0;0;6,5;8;5,1
Venabu;SN13420;10.08.1992;0;13,1;10,1;8;4,1
Venabu;SN13420;11.08.1992;0;2;9,4;7,3;7,2
Venabu;SN13420;12.08.1992;0;3,4;7;2,7;7,2
Venabu;SN13420;13.08.1992;0;1,2;8,6;7,7;5,7
Venabu;SN13420;14.08.1992;0;10,7;8,4;7,3;8,2
Venabu;SN13420;15.08.1992;0;7,5;8,6;7;6,2
Venabu;SN13420;16.08.1992;0;0,2;8,4;8;4,1
Venabu;SN13420;17.08.1992;0;13,3;7,6;8;7,7
Venabu;SN13420;18.08.1992;0;5;6,9;6,7;7,7
Venabu;SN13420;19.08.1992;0;0,2;8,1;5;4,6
Venabu;SN13420;20.08.1992;0;4,9;9;5;3,1
Venabu;SN13420;21.08.1992;0;0;9,2;4,3;4,6
Venabu;SN13420;22.08.1992;0;0;9,1;7,3;4,6
Venabu;SN13420;23.08.1992;0;0,4;7,6;8;3,6
Venabu;SN13420;24.08.1992;0;20,3;5;7,7;8,2
Venabu;SN13420;25.08.1992;0;2,9;5,3;2;5,1
Venabu;SN13420;26.08.1992;0;3,1;4,7;5;4,6
Venabu;SN13420;27.08.1992;0;0;6,2;6,3;4,1
Venabu;SN13420;28.08.1992;0;1,3;7,2;7,7;4,6
Venabu;SN13420;29.08.1992;0;8,5;7,1;5,3;5,1
Venabu;SN13420;30.08.1992;0;9,3;6,9;4;4,6
Venabu;SN13420;31.08.1992;0;3,4;6,2;8;6,7
Venabu;SN13420;01.09.1992;0;16,6;6,1;5;5,1
Venabu;SN13420;02.09.1992;0;0,1;6,5;2;5,1
Venabu;SN13420;03.09.1992;0;0;5,8;4;6,2
Venabu;SN13420;04.09.1992;0;0,3;4,3;6,7;10,8
Venabu;SN13420;05.09.1992;0;0,1;2,7;4;11,8
Venabu;SN13420;06.09.1992;0;0;3;0,7;7,2
Venabu;SN13420;07.09.1992;0;0;3,8;6,7;6,2
Venabu;SN13420;08.09.1992;0;0,3;5,6;6;6,2
Venabu;SN13420;09.09.1992;0;0;4,9;7,7;7,7
Venabu;SN13420;10.09.1992;0;0,4;7,4;4,3;5,1
Venabu;SN13420;11.09.1992;0;0,1;5;5,7;5,1
Venabu;SN13420;12.09.1992;0;0,3;5,8;5,7;6,7
Venabu;SN13420;13.09.1992;0;8,2;2,2;7,3;5,7
Venabu;SN13420;14.09.1992;0;4,7;3,7;8;7,2
Venabu;SN13420;15.09.1992;0;10,3;4,2;7,3;4,1
Venabu;SN13420;16.09.1992;0;1,5;4,9;5,7;9,3
Venabu;SN13420;17.09.1992;0;0,8;4,8;1;7,2
Venabu;SN13420;18.09.1992;0;0,5;5,6;3,3;3,6
Venabu;SN13420;19.09.1992;0;0;7,4;3,3;3,1
Venabu;SN13420;20.09.1992;0;0,1;5,6;8;3,1
Venabu;SN13420;21.09.1992;0;10,2;5,9;8;4,6
Venabu;SN13420;22.09.1992;0;2,1;5,6;8;6,2
Venabu;SN13420;23.09.1992;0;9;6,6;8;7,7
Venabu;SN13420;24.09.1992;0;5,4;6,9;8;7,7
Venabu;SN13420;25.09.1992;0;0,8;6;8;6,7
Venabu;SN13420;26.09.1992;0;9,1;5,5;5,3;9,3
Venabu;SN13420;27.09.1992;0;0,2;2,9;2,7;3,6
Venabu;SN13420;28.09.1992;0;0;5,2;4;3,1
Venabu;SN13420;29.09.1992;0;0,1;5,6;6;2,6
Venabu;SN13420;30.09.1992;0;0;4,9;2;3,1
Venabu;SN13420;01.10.1992;0;0;5,8;2,7;2,6
Venabu;SN13420;02.10.1992;0;0;3,5;7,3;2,1
Venabu;SN13420;03.10.1992;0;0;1,3;0;1
Venabu;SN13420;04.10.1992;0;0;0,2;5,3;1
Venabu;SN13420;05.10.1992;0;0,1;0,2;8;4,1
Venabu;SN13420;06.10.1992;0;0;1,3;3,3;6,2
Venabu;SN13420;07.10.1992;0;0;4;1,3;10,3
Venabu;SN13420;08.10.1992;0;0;6,9;5;11,3
Venabu;SN13420;09.10.1992;0;0;0,8;4;13,4
Venabu;SN13420;10.10.1992;0;0,3;2,8;4,3;11,8
Venabu;SN13420;11.10.1992;0;0;-1,6;2;12,3
Venabu;SN13420;12.10.1992;0;0;-2,7;4,3;9,3
Venabu;SN13420;13.10.1992;0;0;-3,1;6,3;2,6
Venabu;SN13420;14.10.1992;3;2,4;-3,5;8;5,1
Venabu;SN13420;15.10.1992;7;4,9;-7,3;8;11,8
Venabu;SN13420;16.10.1992;10;8,3;-7,6;5,3;18
Venabu;SN13420;17.10.1992;10;0,5;-7;7,7;6,7
Venabu;SN13420;18.10.1992;10;0,2;-5;8;4,1
Venabu;SN13420;19.10.1992;10;3,5;-3,3;7;7,2
Venabu;SN13420;20.10.1992;10;0;-7,5;2,7;9,3
Venabu;SN13420;21.10.1992;10;0;-10,3;1;5,1
Venabu;SN13420;22.10.1992;10;0;-12,7;1;5,1
Venabu;SN13420;23.10.1992;10;0;-7,9;7,7;3,1
Venabu;SN13420;24.10.1992;10;0,3;-5,8;8;1
Venabu;SN13420;25.10.1992;10;0;-7,1;7;1
Venabu;SN13420;26.10.1992;10;0,3;-4,4;8;4,1
Venabu;SN13420;27.10.1992;10;0,2;-4,9;8;2,6
Venabu;SN13420;28.10.1992;11;1,2;-7,7;7;4,6
Venabu;SN13420;29.10.1992;12;1,1;-11,4;5;6,2
Venabu;SN13420;30.10.1992;12;0,2;-12,1;7,3;3,1
Venabu;SN13420;31.10.1992;12;0,2;-10,8;4,7;3,1
Venabu;SN13420;01.11.1992;12;0;-4,3;8;5,7
Venabu;SN13420;02.11.1992;17;5,2;-3,8;6,3;5,1
Venabu;SN13420;03.11.1992;28;15,7;-1,9;6,3;9,3
Venabu;SN13420;04.11.1992;28;0;-6,2;2;6,2
Venabu;SN13420;05.11.1992;28;0;-5,4;7,7;8,2
Venabu;SN13420;06.11.1992;43;15,2;-2,3;7,3;6,2
Venabu;SN13420;07.11.1992;40;0;-2,7;6;11,3
Venabu;SN13420;08.11.1992;40;0;-9,6;5,3;11,8
Venabu;SN13420;09.11.1992;40;0;-6,5;6,7;4,6
Venabu;SN13420;10.11.1992;43;4,4;-3,2;8;6,2
Venabu;SN13420;11.11.1992;54;11,2;-5,1;6,3;2,6
Venabu;SN13420;12.11.1992;54;0,4;-2,9;8;7,2
Venabu;SN13420;13.11.1992;57;2,6;-2,4;7;5,7
Venabu;SN13420;14.11.1992;55;0,2;-2,2;5,7;9,8
Venabu;SN13420;15.11.1992;55;0;-9,2;1;6,7
Venabu;SN13420;16.11.1992;55;0;-8,9;8;1
Venabu;SN13420;17.11.1992;56;1,7;-7,6;8;2,1
Venabu;SN13420;18.11.1992;58;2,5;-6,4;8;1
Venabu;SN13420;19.11.1992;63;5,8;-2,9;8;4,1
Venabu;SN13420;20.11.1992;64;1,7;-4,8;8;3,1
Venabu;SN13420;21.11.1992;65;1,3;-10,1;2,3;2,6
Venabu;SN13420;22.11.1992;65;0;-11;3;2,1
Venabu;SN13420;23.11.1992;65;0;-10,3;8;6,7
Venabu;SN13420;24.11.1992;73;10,5;-5,1;6,3;7,7
Venabu;SN13420;25.11.1992;73;0,1;-4,5;5,7;6,2
Venabu;SN13420;26.11.1992;82;9,5;-5,1;8;3,1
Venabu;SN13420;27.11.1992;82;0,1;-8,8;5,7;4,1
Venabu;SN13420;28.11.1992;87;6,5;-3,8;5,7;7,2
Venabu;SN13420;29.11.1992;91;4,7;-7,1;5;4,1
Venabu;SN13420;30.11.1992;91;0;-5,8;8;6,2
Venabu;SN13420;01.12.1992;95;13,4;-0,9;5;10,3
Venabu;SN13420;02.12.1992;94;1,5;-0,8;8;8,7
Venabu;SN13420;03.12.1992;100;10,7;-2,3;5,7;10,8
Venabu;SN13420;04.12.1992;100;5,3;-4,8;8;7,2
Venabu;SN13420;05.12.1992;100;0,6;-9,6;8;1
Venabu;SN13420;06.12.1992;100;0;-8,1;8;1,5
Venabu;SN13420;07.12.1992;100;0;-11,7;2;1,5
Venabu;SN13420;08.12.1992;100;0;-7,2;8;1
Venabu;SN13420;09.12.1992;100;0;-7,3;8;2,6
Venabu;SN13420;10.12.1992;100;0;-6,4;7,7;6,7
Venabu;SN13420;11.12.1992;100;1,7;-5,7;1,7;8,7
Venabu;SN13420;12.12.1992;100;0;-9,2;2,7;7,7
Venabu;SN13420;13.12.1992;100;0;-8,7;3;8,2
Venabu;SN13420;14.12.1992;102;4,4;-6,2;8;6,7
Venabu;SN13420;15.12.1992;102;0,5;0,2;4,7;7,7
Venabu;SN13420;16.12.1992;95;0;-0,2;8;9,3
Venabu;SN13420;17.12.1992;101;7,4;-7,4;3,3;10,3
Venabu;SN13420;18.12.1992;100;0,5;-2;8;10,8
Venabu;SN13420;19.12.1992;106;16,1;-4,4;1,3;8,2
Venabu;SN13420;20.12.1992;104;0;-9,8;0,7;7,2
Venabu;SN13420;21.12.1992;103;0;-17,4;0,3;2,6
Venabu;SN13420;22.12.1992;101;0;-11,6;2;2,6
Venabu;SN13420;23.12.1992;101;0;-11,6;3;5,1
Venabu;SN13420;24.12.1992;100;0;-12,7;2,7;1
Venabu;SN13420;25.12.1992;100;0;-5,1;5,7;6,2
Venabu;SN13420;26.12.1992;100;0;-4,5;1;11,3
Venabu;SN13420;27.12.1992;100;0;-5,5;2,3;8,7
Venabu;SN13420;28.12.1992;98;0;-0,6;2,7;10,3
Venabu;SN13420;29.12.1992;93;0;-1;1,3;14,9
Venabu;SN13420;30.12.1992;91;0;-7,9;0,7;2,1
Venabu;SN13420;31.12.1992;91;0;-12,4;5,3;2,1
Venabu;SN13420;01.01.1993;91;0;-6,3;8;4,6
Venabu;SN13420;02.01.1993;90;0;-5,4;6,7;7,2
Venabu;SN13420;03.01.1993;90;0;-4,4;7,7;6,7
Venabu;SN13420;04.01.1993;90;0;-9,6;7,7;7,2
Venabu;SN13420;05.01.1993;92;4,5;-9;8;8,2
Venabu;SN13420;06.01.1993;99;6,5;-3,7;3,3;11,3
Venabu;SN13420;07.01.1993;99;0;-5,1;5;11,3
Venabu;SN13420;08.01.1993;99;0;-4,1;6,7;10,3
Venabu;SN13420;09.01.1993;98;0,1;-4,5;7,3;10,3
Venabu;SN13420;10.01.1993;100;4,8;-5,5;5,7;7,2
Venabu;SN13420;11.01.1993;105;8,3;-5,9;6;9,8
Venabu;SN13420;12.01.1993;104;0,3;-6,9;7,7;5,7
Venabu;SN13420;13.01.1993;104;0,3;-4,7;2,3;5,7
Venabu;SN13420;14.01.1993;104;2,5;-6,5;5;5,1
Venabu;SN13420;15.01.1993;104;0;-5,8;7;11,3
Venabu;SN13420;16.01.1993;109;5,5;-3;2,7;10,3
Venabu;SN13420;17.01.1993;112;5,4;-0,8;7,3;14,4
Venabu;SN13420;18.01.1993;113;2,7;-3,6;7,7;12,9
Venabu;SN13420;19.01.1993;114;2;-9,9;2,7;10,3
Venabu;SN13420;20.01.1993;114;0;-7,3;7,7;5,1
Venabu;SN13420;21.01.1993;116;2,4;-2,6;3;8,2
Venabu;SN13420;22.01.1993;118;2,1;-5,5;2;11,8
Venabu;SN13420;23.01.1993;118;0,5;-10,5;5,3;11,3
Venabu;SN13420;24.01.1993;120;4;-9,4;8;6,2
Venabu;SN13420;25.01.1993;120;4;-10,5;4;14,9
Venabu;SN13420;26.01.1993;120;0,4;-13,5;1,3;10,3
Venabu;SN13420;27.01.1993;120;0;-8,8;3,7;9,3
Venabu;SN13420;28.01.1993;120;0,1;-10,5;1,3;7,7
Venabu;SN13420;29.01.1993;120;0;-16,5;0,3;2,6
Venabu;SN13420;30.01.1993;120;0;-11,8;6,7;4,6
Venabu;SN13420;31.01.1993;118;0;-5,2;1,3;6,2
Venabu;SN13420;01.02.1993;118;0;-1,5;6,3;8,2
Venabu;SN13420;02.02.1993;118;0;-7,3;1,7;4,6
Venabu;SN13420;03.02.1993;118;0,1;-1,1;7,3;8,7
Venabu;SN13420;04.02.1993;115;3,5;-0,7;7,3;10,8
Venabu;SN13420;05.02.1993;115;2,5;-8,5;1,7;14,9
Venabu;SN13420;06.02.1993;110;0;-8,5;1;12,3
Venabu;SN13420;07.02.1993;100;0;-8;2,7;5,7
Venabu;SN13420;08.02.1993;97;0;2,4;1;12,3
Venabu;SN13420;09.02.1993;94;0;1,6;1,3;8,2
Venabu;SN13420;10.02.1993;92;0;-1,3;2,3;3,6
Venabu;SN13420;11.02.1993;92;0;-6,1;4;2,6
Venabu;SN13420;12.02.1993;92;0;-4,7;1,7;3,6
Venabu;SN13420;13.02.1993;92;0;-2,9;4,3;3,6
Venabu;SN13420;14.02.1993;92;0;-6,3;8;3,6
Venabu;SN13420;15.02.1993;92;0;-3,8;7,3;7,2
Venabu;SN13420;16.02.1993;92;0,4;-4,6;7,7;7,2
Venabu;SN13420;17.02.1993;96;5,3;-5,3;3,7;11,3
Venabu;SN13420;18.02.1993;96;0;-6,7;5,3;8,2
Venabu;SN13420;19.02.1993;96;0,1;-6,2;3,3;16,5
Venabu;SN13420;20.02.1993;96;0;-9,3;7,3;16,5
Venabu;SN13420;21.02.1993;100;3,8;-11,3;3;10,3
Venabu;SN13420;22.02.1993;101;1,9;-8,1;7;8,2
Venabu;SN13420;23.02.1993;101;0,1;-8;6,7;6,7
Venabu;SN13420;24.02.1993;101;0;-11,8;4;2,6
Venabu;SN13420;25.02.1993;101;0;-6,9;8;5,1
Venabu;SN13420;26.02.1993;101;0,4;-5;8;9,3
Venabu;SN13420;27.02.1993;103;3,4;-8,3;8;16,5
Venabu;SN13420;28.02.1993;104;0,4;-9,3;2;16,5
Venabu;SN13420;01.03.1993;104;0;-14,1;0,3;4,1
Venabu;SN13420;02.03.1993;104;0;-13,6;0,7;3,1
Venabu;SN13420;03.03.1993;104;0;-10,1;0,7;7,2
Venabu;SN13420;04.03.1993;104;0;-10,4;4;6,7
Venabu;SN13420;05.03.1993;104;0,1;-5,4;4;15,4
Venabu;SN13420;06.03.1993;104;0;-1,9;6,7;13,9
Venabu;SN13420;07.03.1993;102;0,2;-4;7,3;4,6
Venabu;SN13420;08.03.1993;101;0;-4,8;7,7;6,7
Venabu;SN13420;09.03.1993;101;0;-2,4;3,3;9,3
Venabu;SN13420;10.03.1993;100;0;-7,4;2,3;10,3
Venabu;SN13420;11.03.1993;100;0;-8,7;4;6,7
Venabu;SN13420;12.03.1993;100;0;-6,8;4,3;4,1
Venabu;SN13420;13.03.1993;100;0;-1,3;3,3;3,6
Venabu;SN13420;14.03.1993;98;0;-1,3;3,3;4,1
Venabu;SN13420;15.03.1993;94;0;-0,3;2;3,6
Venabu;SN13420;16.03.1993;90;0,1;-0,9;5,7;8,2
Venabu;SN13420;17.03.1993;90;0;-2,7;2;8,7
Venabu;SN13420;18.03.1993;87;0,3;-3,5;5,7;11,3
Venabu;SN13420;19.03.1993;86;0,3;-5,8;4;10,3
Venabu;SN13420;20.03.1993;86;0,6;-2,8;7;11,3
Venabu;SN13420;21.03.1993;85;0;-0,2;5;9,3
Venabu;SN13420;22.03.1993;84;1;-4,5;4,3;9,8
Venabu;SN13420;23.03.1993;85;1,5;-3,7;5,7;8,2
Venabu;SN13420;24.03.1993;85;0;-6,3;5,3;6,7
Venabu;SN13420;25.03.1993;85;1,3;-5;3,3;12,3
Venabu;SN13420;26.03.1993;84;0,2;-4,5;5,3;7,2
Venabu;SN13420;27.03.1993;84;0,5;-5,4;3,7;5,7
Venabu;SN13420;28.03.1993;84;0,1;-7,3;0,7;5,1
Venabu;SN13420;29.03.1993;84;0;-7;0,7;4,1
Venabu;SN13420;30.03.1993;90;0;-8,4;4,3;4,1
Venabu;SN13420;31.03.1993;89;0;-6,9;7;3,1
Venabu;SN13420;01.04.1993;90;2,2;-4,2;8;5,1
Venabu;SN13420;02.04.1993;90;0,4;-2,8;8;4,6
Venabu;SN13420;03.04.1993;90;0,1;-1,4;7;4,6
Venabu;SN13420;04.04.1993;90;0;-1,5;8;5,1
Venabu;SN13420;05.04.1993;90;0;-3,7;8;3,1
Venabu;SN13420;06.04.1993;90;0,3;-1,5;6,7;3,1
Venabu;SN13420;07.04.1993;88;0;-4,2;3,3;10,3
Venabu;SN13420;08.04.1993;88;0,4;-5,9;5,3;6,7
Venabu;SN13420;09.04.1993;88;0,2;-8,3;1;3,6
Venabu;SN13420;10.04.1993;88;0;-4,5;0,3;3,6
Venabu;SN13420;11.04.1993;88;0;-4,9;0,3;4,1
Venabu;SN13420;12.04.1993;88;0;-6,2;2;4,1
Venabu;SN13420;13.04.1993;86;0;-3,5;0,7;5,1
Venabu;SN13420;14.04.1993;86;0;-3,7;1,7;3,6
Venabu;SN13420;15.04.1993;85;0;-2,1;1,3;5,1
Venabu;SN13420;16.04.1993;85;2,4;-1,5;7,7;7,7
Venabu;SN13420;17.04.1993;85;0,1;-0,6;5;7,2
Venabu;SN13420;18.04.1993;85;0,2;-4,1;6,3;8,2
Venabu;SN13420;19.04.1993;85;0,7;-4,3;1;11,3
Venabu;SN13420;20.04.1993;85;0;-6;5;7,2
Venabu;SN13420;21.04.1993;87;3,4;-2;8;7,7
Venabu;SN13420;22.04.1993;88;2,5;0;6,7;6,2
Venabu;SN13420;23.04.1993;86;0,2;2,6;6;6,2
Venabu;SN13420;24.04.1993;80;0,3;3,5;7,7;5,7
Venabu;SN13420;25.04.1993;70;0;7,4;7,3;6,2
Venabu;SN13420;26.04.1993;65;0;7,3;0,7;4,6
Venabu;SN13420;27.04.1993;60;0;7,2;3,7;4,1
Venabu;SN13420;28.04.1993;55;0;5,4;1,7;6,2
Venabu;SN13420;29.04.1993;50;0;6,9;1,7;5,1
Venabu;SN13420;30.04.1993;47;0;8,6;2,7;4,6
Venabu;SN13420;01.05.1993;40;0;10,7;4,3;6,2
Venabu;SN13420;02.05.1993;30;0;8,1;7;4,6
Venabu;SN13420;03.05.1993;25;12,8;2,5;8;10,3
Venabu;SN13420;04.05.1993;25;19;-1,3;7,3;12,9
Venabu;SN13420;05.05.1993;23;0;0,5;7,3;8,7
Venabu;SN13420;06.05.1993;22;0;1,8;3,7;4,1
Venabu;SN13420;07.05.1993;20;6,1;2,3;7,7;6,2
Venabu;SN13420;08.05.1993;18;17,1;2,8;3,7;7,2
Venabu;SN13420;09.05.1993;15;0;5,2;0;6,2
Venabu;SN13420;10.05.1993;13;0;8,9;1,7;4,6
Venabu;SN13420;11.05.1993;12;0;10;0,3;5,1
Venabu;SN13420;12.05.1993;10;0;7,1;3,3;8,7
Venabu;SN13420;13.05.1993;11;1,3;-1,5;8;12,3
Venabu;SN13420;14.05.1993;10;0,5;5,7;6,3;4,6
Venabu;SN13420;15.05.1993;0;2,5;8,3;7;4,6
Venabu;SN13420;16.05.1993;0;2,1;6,4;5,3;5,7
Venabu;SN13420;17.05.1993;0;2,4;3,1;8;8,2
Venabu;SN13420;18.05.1993;0;2,6;8,6;2,7;8,2
Venabu;SN13420;19.05.1993;0;0;11,9;0;5,1
Venabu;SN13420;20.05.1993;0;0;13,5;1,3;4,6
Venabu;SN13420;21.05.1993;0;0;13,5;4,7;4,1
Venabu;SN13420;22.05.1993;0;0,1;14,9;5;8,2
Venabu;SN13420;23.05.1993;0;0;13,3;3,3;5,1
Venabu;SN13420;24.05.1993;0;1,3;10,1;4,7;8,2
Venabu;SN13420;25.05.1993;0;0,6;2;2,3;10,3
Venabu;SN13420;26.05.1993;0;0;3,2;2;8,2
Venabu;SN13420;27.05.1993;0;0;5,9;1,7;5,7
Venabu;SN13420;28.05.1993;0;0;7,4;3,7;6,2
Venabu;SN13420;29.05.1993;0;0;6,3;6,7;7,7
Venabu;SN13420;30.05.1993;0;1,2;5;6,3;5,7
Venabu;SN13420;31.05.1993;0;1,6;6,8;7,3;5,1
Venabu;SN13420;01.06.1993;0;9,9;4,9;7,3;7,7
Venabu;SN13420;02.06.1993;0;5,4;1,5;6,3;8,7
Venabu;SN13420;03.06.1993;0;0,3;4,3;1,7;9,3
Venabu;SN13420;04.06.1993;0;0;6,6;2;7,2
Venabu;SN13420;05.06.1993;0;0,3;8,3;6,3;7,2
Venabu;SN13420;06.06.1993;0;3,8;5,1;4,3;7,2
Venabu;SN13420;07.06.1993;0;0;6,6;3,7;6,2
Venabu;SN13420;08.06.1993;0;0;9,4;2,3;6,2
Venabu;SN13420;09.06.1993;0;0;11,6;4,3;5,1
Venabu;SN13420;10.06.1993;0;0;13,8;5;8,2
Venabu;SN13420;11.06.1993;0;0;8,9;7,3;5,7
Venabu;SN13420;12.06.1993;0;6,6;3,8;7,3;13,4
Venabu;SN13420;13.06.1993;0;0,2;3,5;3;13,4
Venabu;SN13420;14.06.1993;0;1;1,4;7,7;7,7
Venabu;SN13420;15.06.1993;0;0,1;2,8;4,7;6,2
Venabu;SN13420;16.06.1993;0;0,4;3,6;6,3;5,1
Venabu;SN13420;17.06.1993;0;1,2;4;3,7;8,2
Venabu;SN13420;18.06.1993;0;0,1;5,7;4;7,2
Venabu;SN13420;19.06.1993;0;0;8,6;5,7;5,1
Venabu;SN13420;20.06.1993;0;0;7,3;6,7;6,7
Venabu;SN13420;21.06.1993;0;0,1;4,7;5,3;11,3
Venabu;SN13420;22.06.1993;0;3,5;3,6;6;8,2
Venabu;SN13420;23.06.1993;0;1,2;5,3;4,7;7,2
Venabu;SN13420;24.06.1993;0;0;4,7;6,3;7,7
Venabu;SN13420;25.06.1993;0;1,1;5,9;7;7,2
Venabu;SN13420;26.06.1993;0;0,7;9,1;6,7;6,2
Venabu;SN13420;27.06.1993;0;0;9,5;6,3;7,7
Venabu;SN13420;28.06.1993;0;2,4;12;1,3;9,8
Venabu;SN13420;29.06.1993;0;0;10,9;3,7;9,3
Venabu;SN13420;30.06.1993;0;0;12,2;4,7;6,2
Venabu;SN13420;01.07.1993;0;0,1;15,2;3,3;7,2
Venabu;SN13420;02.07.1993;0;0;11,4;5,3;7,2
Venabu;SN13420;03.07.1993;0;0;9,2;5;7,2
Venabu;SN13420;04.07.1993;0;0;9,3;5,3;8,2
Venabu;SN13420;05.07.1993;0;0,4;5,6;7;7,7
Venabu;SN13420;06.07.1993;0;0,4;4,3;4,3;8,2
Venabu;SN13420;07.07.1993;0;2,4;5;5;8,2
Venabu;SN13420;08.07.1993;0;0;6,5;6,3;5,1
Venabu;SN13420;09.07.1993;0;11,1;8,1;6,3;7,2
Venabu;SN13420;10.07.1993;0;13,5;6,1;5,7;7,2
Venabu;SN13420;11.07.1993;0;0,6;6,4;6,7;7,7
Venabu;SN13420;12.07.1993;0;2,1;8,2;8;10,8
Venabu;SN13420;13.07.1993;0;8,4;9,9;7,7;9,3
Venabu;SN13420;14.07.1993;0;8,6;11,2;6,3;6,7
Venabu;SN13420;15.07.1993;0;1,6;11,5;6,7;5,1
Venabu;SN13420;16.07.1993;0;2,1;13,3;4,7;5,7
